"RIDE_TICKET_ID","RIDE_ID","TICKET_ID","TIMESTAMP"
81,"R001",815,"2019-12-01 23:18:00"
82,"R001",820,"2020-04-06 19:23:00"
83,"R001",829,"2019-12-18 11:47:00"
84,"R001",829,"2019-12-18 12:08:00"
85,"R001",863,"2020-01-30 18:20:00"
86,"R001",869,"2019-12-04 04:00:00"
87,"R001",885,"2020-06-24 21:20:00"
88,"R001",887,"2020-01-08 07:57:00"
89,"R001",894,"2020-05-23 08:47:00"
90,"R001",908,"2020-03-12 22:48:00"
91,"R001",911,"2020-06-28 17:08:00"
92,"R001",926,"2020-06-30 15:42:00"
93,"R001",942,"2020-05-30 04:13:00"
94,"R001",965,"2020-01-23 10:36:00"
95,"R002",16,"2020-03-19 16:47:00"
96,"R002",24,"2020-02-10 17:37:00"
97,"R002",27,"2020-06-22 04:34:00"
98,"R002",34,"2019-11-17 06:28:00"
99,"R002",39,"2020-06-18 07:50:00"
100,"R002",44,"2020-01-10 12:42:00"
101,"R002",61,"2020-01-16 01:23:00"
102,"R002",67,"2019-11-10 05:17:00"
103,"R002",75,"2020-06-14 14:43:00"
104,"R002",85,"2020-05-27 02:45:00"
105,"R002",89,"2020-03-22 04:11:00"
106,"R002",96,"2020-02-18 03:31:00"
107,"R002",117,"2020-06-29 14:55:00"
108,"R002",127,"2020-07-26 06:26:00"
109,"R002",137,"2020-03-21 18:06:00"
110,"R002",141,"2020-04-12 03:42:00"
111,"R002",145,"2020-04-04 12:59:00"
112,"R002",153,"2019-10-31 16:54:00"
113,"R002",160,"2020-02-11 21:59:00"
114,"R002",167,"2019-11-14 10:01:00"
115,"R002",178,"2020-07-14 06:49:00"
116,"R002",182,"2020-07-09 09:22:00"
117,"R002",194,"2020-02-01 20:51:00"
118,"R002",201,"2020-02-23 03:16:00"
119,"R002",217,"2020-03-31 02:59:00"
120,"R002",249,"2020-07-12 12:14:00"
121,"R002",253,"2020-03-14 00:41:00"
122,"R002",257,"2020-07-05 11:52:00"
123,"R002",258,"2020-06-28 16:41:00"
124,"R002",264,"2020-04-23 02:00:00"
125,"R002",266,"2020-07-03 19:04:00"
126,"R002",275,"2020-05-05 14:01:00"
127,"R002",286,"2020-03-07 02:48:00"
128,"R002",299,"2020-02-17 19:51:00"
129,"R002",302,"2019-11-03 20:29:00"
130,"R002",330,"2020-04-11 16:23:00"
131,"R002",369,"2020-06-09 20:24:00"
132,"R002",371,"2020-05-09 15:32:00"
133,"R002",372,"2020-07-18 13:33:00"
134,"R002",375,"2020-01-12 19:58:00"
135,"R002",381,"2019-11-13 20:24:00"
136,"R002",392,"2020-06-07 15:47:00"
137,"R002",403,"2020-04-04 18:42:00"
138,"R002",417,"2019-12-30 15:53:00"
139,"R002",428,"2020-03-21 00:51:00"
140,"R002",442,"2020-04-13 07:24:00"
141,"R002",445,"2020-04-26 21:38:00"
142,"R002",448,"2020-04-27 19:40:00"
143,"R002",466,"2020-07-24 23:02:00"
144,"R002",468,"2020-06-29 00:10:00"
145,"R002",470,"2020-04-22 17:06:00"
146,"R002",486,"2020-06-20 23:43:00"
147,"R002",491,"2019-12-29 22:25:00"
148,"R002",501,"2020-08-07 21:51:00"
149,"R002",502,"2019-11-24 13:36:00"
150,"R002",515,"2020-02-19 22:55:00"
151,"R002",525,"2020-05-06 10:20:00"
152,"R002",540,"2020-01-06 13:56:00"
153,"R002",554,"2020-04-03 04:19:00"
154,"R002",557,"2019-11-30 13:42:00"
155,"R002",579,"2020-03-31 10:37:00"
156,"R002",590,"2019-12-10 19:20:00"
157,"R002",599,"2019-12-11 01:46:00"
158,"R002",618,"2019-11-07 23:39:00"
159,"R002",622,"2020-07-02 01:06:00"
160,"R002",640,"2020-05-09 06:44:00"
161,"R002",654,"2020-04-30 10:04:00"
162,"R002",655,"2020-05-30 23:11:00"
163,"R002",656,"2020-07-02 23:38:00"
164,"R002",658,"2020-06-21 00:26:00"
165,"R002",663,"2020-04-12 09:36:00"
166,"R002",665,"2020-03-29 06:01:00"
167,"R002",673,"2019-12-01 19:54:00"
168,"R002",683,"2020-03-23 12:15:00"
169,"R002",703,"2019-12-19 22:37:00"
170,"R002",706,"2019-12-13 11:27:00"
171,"R002",732,"2019-11-17 19:17:00"
172,"R002",785,"2019-12-17 21:23:00"
173,"R002",838,"2020-08-11 10:51:00"
174,"R002",842,"2020-01-30 17:03:00"
175,"R002",849,"2019-11-30 06:51:00"
176,"R002",857,"2020-02-03 01:59:00"
177,"R002",862,"2020-04-30 19:38:00"
178,"R002",869,"2019-12-03 23:04:00"
179,"R002",869,"2019-12-04 11:40:00"
180,"R002",883,"2020-01-15 10:23:00"
181,"R002",897,"2020-05-25 05:09:00"
182,"R002",899,"2020-05-15 18:05:00"
183,"R002",911,"2020-06-29 01:28:00"
184,"R002",913,"2020-02-14 05:20:00"
185,"R002",934,"2020-03-19 11:18:00"
186,"R002",955,"2020-07-26 18:39:00"
187,"R002",958,"2020-04-02 07:23:00"
188,"R002",962,"2020-04-26 08:06:00"
189,"R002",979,"2020-05-16 22:49:00"
190,"R002",979,"2020-05-17 05:45:00"
191,"R002",997,"2019-12-23 00:05:00"
192,"R003",4,"2020-07-23 15:46:00"
193,"R003",7,"2020-06-17 02:54:00"
194,"R003",15,"2020-02-12 07:57:00"
195,"R003",22,"2020-05-28 01:31:00"
196,"R003",51,"2020-02-06 01:13:00"
197,"R003",53,"2019-12-30 02:38:00"
198,"R003",77,"2020-03-20 12:40:00"
199,"R003",78,"2019-12-14 19:23:00"
200,"R003",83,"2020-03-23 15:51:00"
201,"R003",91,"2020-03-11 06:34:00"
202,"R003",94,"2020-01-03 20:12:00"
203,"R003",98,"2019-11-21 05:54:00"
204,"R003",110,"2020-07-25 01:04:00"
205,"R003",115,"2019-11-24 15:08:00"
206,"R003",141,"2020-04-12 10:05:00"
207,"R003",143,"2020-06-25 14:32:00"
208,"R003",143,"2020-06-26 13:30:00"
209,"R003",147,"2020-04-20 02:43:00"
210,"R003",150,"2020-01-18 22:20:00"
211,"R003",172,"2019-11-26 21:20:00"
212,"R003",177,"2020-03-29 05:29:00"
213,"R003",181,"2020-02-14 21:40:00"
214,"R003",187,"2020-06-20 09:13:00"
215,"R003",196,"2019-12-12 21:00:00"
216,"R003",196,"2019-12-13 10:05:00"
217,"R003",210,"2020-07-18 21:07:00"
218,"R003",212,"2020-08-12 05:36:00"
219,"R003",216,"2019-11-08 05:45:00"
220,"R003",244,"2020-02-22 05:49:00"
221,"R003",259,"2020-02-25 17:01:00"
222,"R003",269,"2020-03-29 21:04:00"
223,"R003",273,"2020-07-31 18:56:00"
224,"R003",277,"2020-06-26 03:02:00"
225,"R003",281,"2020-06-10 20:51:00"
226,"R003",287,"2020-02-04 13:19:00"
227,"R003",301,"2020-04-20 22:20:00"
228,"R003",303,"2020-05-13 23:38:00"
229,"R003",317,"2020-04-26 16:44:00"
230,"R003",334,"2020-06-02 18:28:00"
231,"R003",337,"2020-04-04 16:07:00"
232,"R003",340,"2020-02-08 04:12:00"
233,"R003",343,"2020-01-14 18:47:00"
234,"R003",346,"2020-04-20 02:35:00"
235,"R003",350,"2020-04-23 09:51:00"
236,"R003",377,"2020-05-09 00:40:00"
237,"R003",383,"2020-02-27 17:26:00"
238,"R003",388,"2020-05-13 10:16:00"
239,"R003",390,"2020-06-27 12:06:00"
240,"R003",395,"2020-04-19 06:55:00"
241,"R003",409,"2020-01-17 07:55:00"
242,"R003",425,"2020-01-15 23:25:00"
243,"R003",437,"2020-08-06 10:10:00"
244,"R003",447,"2020-08-12 23:09:00"
245,"R003",461,"2019-11-02 00:50:00"
246,"R003",473,"2019-11-10 10:46:00"
247,"R003",482,"2020-07-06 18:23:00"
248,"R003",483,"2020-04-16 06:40:00"
249,"R003",505,"2020-01-25 22:15:00"
250,"R003",512,"2020-07-12 21:56:00"
251,"R003",516,"2020-01-14 23:09:00"
252,"R003",516,"2020-01-15 07:09:00"
253,"R003",526,"2020-05-23 17:35:00"
254,"R003",546,"2020-01-18 08:59:00"
255,"R003",567,"2020-04-15 10:43:00"
256,"R003",573,"2019-12-18 00:58:00"
257,"R003",575,"2020-04-24 04:23:00"
258,"R003",593,"2020-05-12 17:31:00"
259,"R003",596,"2019-11-30 14:57:00"
260,"R003",603,"2020-08-13 06:48:00"
261,"R003",646,"2020-04-04 12:48:00"
262,"R003",654,"2020-04-30 02:10:00"
263,"R003",654,"2020-04-30 05:30:00"
264,"R003",679,"2020-05-21 07:36:00"
265,"R003",692,"2020-06-25 12:45:00"
266,"R003",718,"2020-01-29 20:19:00"
267,"R003",723,"2020-03-19 02:21:00"
268,"R003",734,"2020-05-22 18:06:00"
269,"R003",737,"2019-12-17 17:58:00"
270,"R003",755,"2020-05-21 09:54:00"
271,"R003",773,"2019-12-27 07:39:00"
272,"R003",776,"2020-06-13 01:28:00"
273,"R003",808,"2019-12-03 23:49:00"
274,"R003",810,"2020-05-30 15:44:00"
275,"R003",817,"2020-01-29 13:35:00"
276,"R003",843,"2020-05-10 02:09:00"
277,"R003",844,"2020-03-25 17:48:00"
278,"R003",854,"2019-11-12 06:17:00"
279,"R003",860,"2020-04-12 08:07:00"
280,"R003",863,"2020-01-30 17:33:00"
281,"R003",888,"2020-06-19 00:02:00"
282,"R003",919,"2020-06-29 08:43:00"
283,"R003",925,"2020-04-06 09:09:00"
284,"R003",931,"2019-12-31 22:04:00"
285,"R003",936,"2020-08-06 12:29:00"
286,"R003",955,"2020-07-26 16:18:00"
287,"R003",964,"2020-04-15 18:31:00"
288,"R003",970,"2020-02-06 23:24:00"
289,"R003",978,"2019-11-24 13:54:00"
290,"R003",980,"2020-04-29 21:09:00"
291,"R003",980,"2020-04-30 01:42:00"
292,"R003",982,"2020-06-21 06:38:00"
293,"R003",989,"2019-12-05 17:58:00"
294,"R003",992,"2020-05-12 12:39:00"
295,"R003",995,"2019-12-14 14:36:00"
296,"R004",4,"2020-07-24 08:23:00"
297,"R004",14,"2020-01-15 15:03:00"
298,"R004",14,"2020-01-15 23:29:00"
299,"R004",33,"2019-11-26 23:24:00"
300,"R004",75,"2020-06-15 13:07:00"
301,"R004",104,"2020-01-23 13:23:00"
302,"R004",113,"2020-02-05 14:12:00"
303,"R004",113,"2020-02-05 19:24:00"
304,"R004",115,"2019-11-25 13:04:00"
305,"R004",146,"2020-01-07 15:39:00"
306,"R004",147,"2020-04-20 04:03:00"
307,"R004",147,"2020-04-20 07:59:00"
308,"R004",148,"2019-11-25 21:50:00"
309,"R004",150,"2020-01-18 15:49:00"
310,"R004",151,"2020-05-23 06:53:00"
311,"R004",170,"2020-05-24 11:59:00"
312,"R004",180,"2020-07-07 17:10:00"
313,"R004",181,"2020-02-15 07:19:00"
314,"R004",199,"2020-03-11 11:37:00"
315,"R004",227,"2020-02-03 15:41:00"
316,"R004",228,"2020-04-09 06:32:00"
317,"R004",233,"2020-02-13 11:37:00"
318,"R004",268,"2020-06-19 12:13:00"
319,"R004",282,"2020-02-03 23:43:00"
320,"R004",302,"2019-11-04 02:02:00"
321,"R004",318,"2020-06-08 02:47:00"
322,"R004",327,"2020-06-30 01:48:00"
323,"R004",334,"2020-06-03 04:16:00"
324,"R004",343,"2020-01-15 01:27:00"
325,"R004",354,"2020-05-22 12:01:00"
326,"R004",359,"2020-01-03 17:46:00"
327,"R004",395,"2020-04-19 10:22:00"
328,"R004",401,"2020-01-08 11:49:00"
329,"R004",403,"2020-04-05 04:51:00"
330,"R004",409,"2020-01-16 14:52:00"
331,"R004",432,"2020-06-18 11:35:00"
332,"R004",437,"2020-08-06 07:05:00"
333,"R004",442,"2020-04-13 04:57:00"
334,"R004",446,"2020-07-18 20:55:00"
335,"R004",455,"2020-04-30 06:56:00"
336,"R004",470,"2020-04-22 18:21:00"
337,"R004",477,"2019-11-30 11:50:00"
338,"R004",480,"2019-12-01 15:39:00"
339,"R004",481,"2020-07-02 11:57:00"
340,"R004",497,"2020-02-27 14:13:00"
341,"R004",498,"2020-06-15 19:13:00"
342,"R004",506,"2020-03-27 08:24:00"
343,"R004",560,"2020-02-03 10:51:00"
344,"R004",569,"2020-08-02 01:17:00"
345,"R004",575,"2020-04-23 15:09:00"
346,"R004",588,"2020-02-24 07:43:00"
347,"R004",591,"2020-08-12 15:42:00"
348,"R004",594,"2020-05-17 21:00:00"
349,"R004",595,"2020-03-22 09:37:00"
350,"R004",604,"2020-01-28 18:36:00"
351,"R004",633,"2020-02-10 18:46:00"
352,"R004",641,"2020-01-14 03:36:00"
353,"R004",642,"2019-11-01 13:48:00"
354,"R004",654,"2020-04-29 16:20:00"
355,"R004",676,"2020-06-12 08:25:00"
356,"R004",676,"2020-06-12 10:09:00"
357,"R004",683,"2020-03-22 23:25:00"
358,"R004",689,"2020-01-25 07:14:00"
359,"R004",692,"2020-06-25 05:45:00"
360,"R004",694,"2020-04-11 03:54:00"
361,"R004",696,"2019-12-26 21:49:00"
362,"R004",712,"2020-07-27 23:05:00"
363,"R004",712,"2020-07-28 08:09:00"
364,"R004",720,"2020-05-16 23:28:00"
365,"R004",726,"2019-12-27 13:05:00"
366,"R004",744,"2020-04-04 20:15:00"
367,"R004",778,"2020-04-24 07:46:00"
368,"R004",782,"2020-05-21 16:48:00"
369,"R004",787,"2020-04-16 02:29:00"
370,"R004",800,"2020-01-30 17:34:00"
371,"R004",801,"2020-03-18 08:56:00"
372,"R004",804,"2020-02-02 12:00:00"
373,"R004",805,"2020-01-23 13:30:00"
374,"R004",810,"2020-05-30 16:21:00"
375,"R004",835,"2020-07-25 11:20:00"
376,"R004",843,"2020-05-09 19:47:00"
377,"R004",847,"2020-05-31 11:59:00"
378,"R004",853,"2019-11-21 07:06:00"
379,"R004",861,"2019-11-20 14:02:00"
380,"R004",868,"2020-08-10 12:06:00"
381,"R004",876,"2020-06-03 07:37:00"
382,"R004",912,"2020-07-25 01:24:00"
383,"R004",913,"2020-02-13 17:28:00"
384,"R004",935,"2020-04-23 16:33:00"
385,"R004",935,"2020-04-23 17:30:00"
386,"R004",947,"2020-04-24 14:12:00"
387,"R004",957,"2020-01-08 23:36:00"
388,"R004",957,"2020-01-08 23:44:00"
389,"R004",965,"2020-01-23 06:45:00"
390,"R004",969,"2020-06-05 04:19:00"
391,"R004",972,"2020-03-19 08:22:00"
392,"R004",977,"2020-02-16 01:18:00"
393,"R004",979,"2020-05-17 04:37:00"
394,"R004",986,"2019-12-16 11:43:00"
395,"R005",3,"2020-04-18 07:50:00"
396,"R005",9,"2020-02-06 09:31:00"
397,"R005",18,"2020-06-22 08:32:00"
398,"R005",28,"2020-02-13 12:13:00"
399,"R005",29,"2020-05-27 10:35:00"
400,"R005",29,"2020-05-27 13:36:00"
401,"R005",40,"2019-11-30 01:56:00"
402,"R005",47,"2020-01-30 21:51:00"
403,"R005",55,"2019-12-24 14:26:00"
404,"R005",57,"2020-06-18 15:00:00"
405,"R005",57,"2020-06-18 19:02:00"
406,"R005",68,"2020-04-01 07:27:00"
407,"R005",74,"2020-02-19 12:19:00"
408,"R005",78,"2019-12-14 23:59:00"
409,"R005",83,"2020-03-24 02:24:00"
410,"R005",95,"2020-01-04 14:49:00"
411,"R005",114,"2020-07-27 06:24:00"
412,"R005",116,"2020-07-13 20:49:00"
413,"R005",125,"2020-01-14 08:14:00"
414,"R005",130,"2020-04-10 22:33:00"
415,"R005",137,"2020-03-21 22:31:00"
416,"R005",144,"2019-12-10 05:29:00"
417,"R005",146,"2020-01-07 16:17:00"
418,"R005",147,"2020-04-20 03:32:00"
419,"R005",154,"2020-02-21 20:16:00"
420,"R005",157,"2020-03-05 13:52:00"
421,"R005",172,"2019-11-26 18:58:00"
422,"R005",172,"2019-11-26 20:11:00"
423,"R005",181,"2020-02-15 03:17:00"
424,"R005",197,"2020-02-09 22:51:00"
425,"R005",211,"2019-12-12 12:55:00"
426,"R005",218,"2019-12-29 03:25:00"
427,"R005",240,"2020-06-02 03:30:00"
428,"R005",245,"2020-07-29 01:41:00"
429,"R005",275,"2020-05-05 10:22:00"
430,"R005",280,"2020-04-02 16:47:00"
431,"R005",289,"2020-01-17 10:44:00"
432,"R005",328,"2020-04-22 10:00:00"
433,"R005",328,"2020-04-22 11:24:00"
434,"R005",338,"2019-12-30 13:04:00"
435,"R005",344,"2019-12-18 16:42:00"
436,"R005",344,"2019-12-19 12:15:00"
437,"R005",349,"2019-12-20 21:36:00"
438,"R005",350,"2020-04-23 00:26:00"
439,"R005",356,"2020-03-07 17:20:00"
440,"R005",359,"2020-01-04 06:41:00"
441,"R005",367,"2019-12-24 18:40:00"
442,"R005",376,"2020-06-06 10:54:00"
443,"R005",381,"2019-11-14 02:40:00"
444,"R005",383,"2020-02-28 01:18:00"
445,"R005",386,"2020-01-28 03:28:00"
446,"R005",390,"2020-06-27 03:46:00"
447,"R005",403,"2020-04-05 01:52:00"
448,"R005",449,"2020-02-19 01:40:00"
449,"R005",457,"2020-06-30 21:56:00"
450,"R005",465,"2020-05-23 06:20:00"
451,"R005",490,"2020-07-13 05:20:00"
452,"R005",500,"2020-06-01 09:01:00"
453,"R005",526,"2020-05-24 00:17:00"
454,"R005",555,"2020-02-27 13:03:00"
455,"R005",556,"2020-08-09 19:30:00"
456,"R005",562,"2019-12-01 15:23:00"
457,"R005",567,"2020-04-14 17:35:00"
458,"R005",567,"2020-04-15 01:11:00"
459,"R005",585,"2019-11-06 07:31:00"
460,"R005",595,"2020-03-22 02:34:00"
461,"R005",617,"2020-02-15 18:10:00"
462,"R005",618,"2019-11-07 23:20:00"
463,"R005",619,"2019-11-24 08:26:00"
464,"R005",620,"2020-03-14 17:54:00"
465,"R005",633,"2020-02-10 23:51:00"
466,"R005",633,"2020-02-11 02:09:00"
467,"R005",640,"2020-05-08 18:20:00"
468,"R005",642,"2019-10-31 16:23:00"
469,"R005",677,"2020-08-11 15:32:00"
470,"R005",681,"2019-12-26 01:33:00"
471,"R005",687,"2020-07-09 19:25:00"
472,"R005",710,"2020-02-02 06:12:00"
473,"R005",712,"2020-07-28 11:14:00"
474,"R005",713,"2020-05-16 10:15:00"
475,"R005",716,"2020-02-18 16:29:00"
476,"R005",717,"2020-03-29 10:19:00"
477,"R005",723,"2020-03-18 15:11:00"
478,"R005",726,"2019-12-27 01:15:00"
479,"R005",726,"2019-12-27 11:42:00"
480,"R005",727,"2020-05-02 07:15:00"
481,"R005",730,"2020-03-16 08:59:00"
482,"R005",741,"2020-07-09 17:14:00"
483,"R005",741,"2020-07-09 18:12:00"
484,"R005",742,"2020-02-14 16:23:00"
485,"R005",744,"2020-04-04 21:57:00"
486,"R005",771,"2020-03-24 18:53:00"
487,"R005",795,"2019-12-04 09:40:00"
488,"R005",806,"2020-03-11 19:02:00"
489,"R005",809,"2019-12-25 21:29:00"
490,"R005",817,"2020-01-29 15:00:00"
491,"R005",825,"2020-03-21 06:37:00"
492,"R005",831,"2019-12-10 20:12:00"
493,"R005",841,"2020-02-12 03:24:00"
494,"R005",843,"2020-05-10 04:02:00"
495,"R005",848,"2019-11-09 22:27:00"
496,"R005",854,"2019-11-11 19:08:00"
497,"R005",863,"2020-01-31 00:01:00"
498,"R005",867,"2020-06-09 02:06:00"
499,"R005",869,"2019-12-03 22:56:00"
500,"R005",878,"2020-02-21 12:56:00"
501,"R005",893,"2020-03-20 22:37:00"
502,"R005",893,"2020-03-21 12:13:00"
503,"R005",893,"2020-03-21 14:05:00"
504,"R005",894,"2020-05-22 22:28:00"
505,"R005",895,"2020-01-18 09:51:00"
506,"R005",908,"2020-03-12 20:44:00"
507,"R005",915,"2020-06-28 10:57:00"
508,"R005",919,"2020-06-29 12:43:00"
509,"R005",925,"2020-04-06 05:28:00"
510,"R005",933,"2020-04-29 06:39:00"
511,"R005",958,"2020-04-02 03:48:00"
512,"R005",972,"2020-03-18 14:41:00"
513,"R005",972,"2020-03-18 15:49:00"
514,"R005",974,"2020-03-08 05:51:00"
515,"R005",974,"2020-03-08 12:43:00"
516,"R005",975,"2020-04-08 15:42:00"
517,"R005",983,"2020-05-24 19:14:00"
518,"R006",17,"2020-07-14 02:04:00"
519,"R006",29,"2020-05-27 11:26:00"
520,"R006",33,"2019-11-26 21:33:00"
521,"R006",36,"2020-04-06 00:52:00"
522,"R006",67,"2019-11-10 12:47:00"
523,"R006",86,"2019-11-08 16:21:00"
524,"R006",92,"2020-05-31 01:33:00"
525,"R006",120,"2020-02-29 06:48:00"
526,"R006",133,"2020-05-16 14:29:00"
527,"R006",154,"2020-02-22 05:08:00"
528,"R006",162,"2019-12-02 17:58:00"
529,"R006",166,"2020-07-11 21:02:00"
530,"R006",169,"2020-07-21 04:44:00"
531,"R006",169,"2020-07-21 06:15:00"
532,"R006",173,"2019-12-04 22:10:00"
533,"R006",185,"2020-04-22 16:46:00"
534,"R006",190,"2019-12-12 23:40:00"
535,"R006",190,"2019-12-13 10:59:00"
536,"R006",194,"2020-02-02 00:21:00"
537,"R006",202,"2020-06-16 12:35:00"
538,"R006",217,"2020-03-31 08:02:00"
539,"R006",223,"2020-04-24 14:04:00"
540,"R006",235,"2020-07-19 17:04:00"
541,"R006",248,"2020-07-27 06:07:00"
542,"R006",266,"2020-07-03 21:40:00"
543,"R006",271,"2020-06-20 23:50:00"
544,"R006",272,"2020-02-27 13:15:00"
545,"R006",278,"2020-03-10 23:06:00"
546,"R006",288,"2019-12-26 23:34:00"
547,"R006",295,"2019-12-05 22:35:00"
548,"R006",308,"2019-12-18 21:32:00"
549,"R006",311,"2020-07-14 11:22:00"
550,"R006",313,"2020-01-28 11:58:00"
551,"R006",320,"2019-11-06 13:37:00"
552,"R006",330,"2020-04-12 11:43:00"
553,"R006",338,"2019-12-30 00:00:00"
554,"R006",353,"2020-01-17 13:24:00"
555,"R006",354,"2020-05-21 23:41:00"
556,"R006",355,"2019-11-01 18:28:00"
557,"R006",368,"2019-12-03 18:52:00"
558,"R006",369,"2020-06-09 15:23:00"
559,"R006",371,"2020-05-09 14:38:00"
560,"R006",371,"2020-05-10 08:56:00"
561,"R006",398,"2020-02-10 22:56:00"
562,"R006",409,"2020-01-17 11:13:00"
563,"R006",439,"2020-06-27 00:43:00"
564,"R006",441,"2020-05-11 10:30:00"
565,"R006",441,"2020-05-11 10:38:00"
566,"R006",443,"2020-04-01 16:32:00"
567,"R006",444,"2020-03-18 20:13:00"
568,"R006",447,"2020-08-13 09:34:00"
569,"R006",448,"2020-04-27 16:28:00"
570,"R006",466,"2020-07-25 06:21:00"
571,"R006",467,"2020-01-18 17:10:00"
572,"R006",469,"2020-04-19 20:21:00"
573,"R006",471,"2019-12-09 21:10:00"
574,"R006",481,"2020-07-01 19:49:00"
575,"R006",489,"2019-12-28 03:29:00"
576,"R006",499,"2019-12-08 14:34:00"
577,"R006",509,"2020-01-18 19:25:00"
578,"R006",518,"2020-02-01 09:44:00"
579,"R006",525,"2020-05-05 17:24:00"
580,"R006",526,"2020-05-23 15:33:00"
581,"R006",535,"2020-05-01 22:37:00"
582,"R006",539,"2020-03-08 18:40:00"
583,"R006",548,"2020-03-28 13:45:00"
584,"R006",558,"2020-07-13 07:05:00"
585,"R006",561,"2020-01-23 22:40:00"
586,"R006",563,"2020-07-28 23:21:00"
587,"R006",589,"2020-05-04 18:47:00"
588,"R006",601,"2020-06-02 19:50:00"
589,"R006",618,"2019-11-08 07:49:00"
590,"R006",621,"2020-04-29 22:18:00"
591,"R006",622,"2020-07-02 09:31:00"
592,"R006",624,"2020-07-20 09:10:00"
593,"R006",634,"2020-02-09 20:38:00"
594,"R006",664,"2020-07-03 05:45:00"
595,"R006",670,"2020-07-31 10:29:00"
596,"R006",671,"2020-07-10 08:31:00"
597,"R006",709,"2020-07-27 23:08:00"
598,"R006",713,"2020-05-15 21:04:00"
599,"R006",717,"2020-03-28 16:57:00"
600,"R006",722,"2020-06-09 17:36:00"
601,"R006",724,"2019-12-23 07:39:00"
602,"R006",735,"2020-04-15 19:08:00"
603,"R006",737,"2019-12-17 21:16:00"
604,"R006",749,"2019-12-07 22:47:00"
605,"R006",755,"2020-05-20 21:48:00"
