"114","601","FAC117","2020-06-03 02:06:00","2020-06-03"
"115","1000","FAC124","2020-07-27 14:24:00","2020-07-27"
"116","259","FAC106","2020-02-26 21:13:00","2020-02-26"
"117","470","FAC119","2020-04-23 23:29:00","2020-04-23"
"119","930","FAC123","2020-03-17 18:43:00","2020-03-17"
"120","571","FAC140","2020-03-08 18:21:00","2020-03-08"
"123","437","FAC112","2020-08-06 13:58:00","2020-08-06"
"124","769","FAC129","2020-07-04 18:25:00","2020-07-04"
"127","46","FAC138","2020-03-05 01:51:00","2020-03-05"
"129","826","FAC114","2020-02-07 12:21:00","2020-02-07"
"132","692","FAC139","2020-06-25 20:05:00","2020-06-25"
"133","51","FAC123","2020-02-06 12:24:00","2020-02-06"
"134","441","FAC122","2020-05-11 11:55:00","2020-05-11"
"135","610","FAC110","2020-07-22 05:39:00","2020-07-22"
"137","871","FAC117","2020-03-07 07:45:00","2020-03-07"
"139","970","FAC113","2020-02-07 06:45:00","2020-02-07"
"140","143","FAC108","2020-06-26 16:50:00","2020-06-26"
"142","432","FAC142","2020-06-18 11:15:00","2020-06-18"
"144","373","FAC120","2020-06-04 22:27:00","2020-06-04"
"146","111","FAC136","2020-07-08 00:39:00","2020-07-08"
"147","246","FAC114","2020-02-02 07:46:00","2020-02-02"
"148","96","FAC111","2020-02-18 04:56:00","2020-02-18"
"149","822","FAC126","2020-05-19 03:22:00","2020-05-19"
"150","291","FAC103","2020-05-27 02:21:00","2020-05-27"
"151","263","FAC115","2020-03-01 18:15:00","2020-03-01"
"153","325","FAC114","2020-02-08 13:55:00","2020-02-08"
"154","57","FAC126","2020-06-19 07:24:00","2020-06-19"
"155","797","FAC142","2020-03-08 19:42:00","2020-03-08"
"156","847","FAC121","2020-05-31 04:09:00","2020-05-31"
"157","717","FAC105","2020-03-29 20:25:00","2020-03-29"
"158","888","FAC127","2020-06-19 16:15:00","2020-06-19"
"160","97","FAC119","2020-07-25 16:58:00","2020-07-25"
"166","178","FAC127","2020-07-14 15:24:00","2020-07-14"
"167","884","FAC102","2020-02-14 10:40:00","2020-02-14"
"171","565","FAC110","2020-05-16 12:55:00","2020-05-16"
"172","738","FAC137","2020-06-18 13:04:00","2020-06-18"
"173","285","FAC115","2020-06-05 21:15:00","2020-06-05"
"177","90","FAC120","2020-07-21 23:48:00","2020-07-21"
"178","418","FAC105","2020-03-07 02:56:00","2020-03-07"
"179","526","FAC119","2020-05-24 07:02:00","2020-05-24"
"181","807","FAC121","2020-03-20 07:13:00","2020-03-20"
"182","213","FAC139","2020-03-01 10:43:00","2020-03-01"
"183","90","FAC133","2020-07-21 17:26:00","2020-07-21"
"186","329","FAC112","2020-03-27 03:38:00","2020-03-27"
"187","505","FAC141","2020-01-26 19:01:00","2020-01-26"
"189","536","FAC114","2020-06-09 03:26:00","2020-06-09"
"190","36","FAC141","2020-04-06 04:24:00","2020-04-06"
"191","452","FAC104","2020-07-21 14:43:00","2020-07-21"
"192","317","FAC119","2020-04-27 20:58:00","2020-04-27"
"193","398","FAC123","2020-02-11 10:23:00","2020-02-11"
"194","976","FAC120","2020-06-18 22:03:00","2020-06-18"
"195","444","FAC141","2020-03-19 21:07:00","2020-03-19"
"198","572","FAC140","2020-02-14 18:16:00","2020-02-14"
"199","223","FAC110","2020-04-24 07:35:00","2020-04-24"
"204","77","FAC121","2020-03-20 19:03:00","2020-03-20"
"206","453","FAC122","2020-06-30 20:18:00","2020-06-30"
"207","695","FAC124","2020-06-28 22:34:00","2020-06-28"
"208","813","FAC116","2020-04-18 01:52:00","2020-04-18"
"211","626","FAC140","2020-02-28 03:17:00","2020-02-28"
"212","292","FAC119","2020-05-26 07:40:00","2020-05-26"
"213","486","FAC102","2020-06-21 08:05:00","2020-06-21"
"215","432","FAC134","2020-06-18 19:44:00","2020-06-18"
"216","79","FAC132","2020-07-22 11:41:00","2020-07-22"
"217","845","FAC139","2020-06-30 22:58:00","2020-06-30"
"219","575","FAC142","2020-04-24 06:52:00","2020-04-24"
"221","239","FAC107","2020-08-13 23:24:00","2020-08-13"
"223","443","FAC136","2020-04-02 23:29:00","2020-04-02"
"224","810","FAC142","2020-05-31 05:45:00","2020-05-31"
"225","358","FAC104","2020-07-27 14:21:00","2020-07-27"
"226","234","FAC141","2020-01-30 08:08:00","2020-01-30"
"227","529","FAC125","2020-07-13 22:50:00","2020-07-13"
"228","75","FAC123","2020-06-15 20:08:00","2020-06-15"
"229","580","FAC103","2020-08-12 16:22:00","2020-08-12"
"230","921","FAC138","2020-05-18 14:38:00","2020-05-18"
"231","4","FAC112","2020-07-24 11:16:00","2020-07-24"
"232","239","FAC139","2020-08-13 22:03:00","2020-08-13"
"233","85","FAC138","2020-05-27 07:33:00","2020-05-27"
"235","275","FAC136","2020-05-05 04:50:00","2020-05-05"
"239","233","FAC130","2020-02-13 23:09:00","2020-02-13"
"241","298","FAC134","2020-06-11 02:56:00","2020-06-11"
"243","964","FAC122","2020-04-16 17:51:00","2020-04-16"
"245","347","FAC129","2020-08-08 20:15:00","2020-08-08"
"247","79","FAC142","2020-07-22 01:13:00","2020-07-22"
"248","202","FAC116","2020-06-16 15:56:00","2020-06-16"
"249","921","FAC116","2020-05-18 18:42:00","2020-05-18"
"250","299","FAC104","2020-02-18 00:18:00","2020-02-18"
"252","525","FAC134","2020-05-06 19:21:00","2020-05-06"
"253","845","FAC137","2020-06-30 05:06:00","2020-06-30"
"254","75","FAC121","2020-06-15 11:11:00","2020-06-15"
"255","911","FAC128","2020-06-29 19:08:00","2020-06-29"
"257","561","FAC122","2020-01-24 13:04:00","2020-01-24"
"258","37","FAC136","2020-03-09 15:42:00","2020-03-09"
"259","200","FAC125","2020-04-30 19:31:00","2020-04-30"
"260","506","FAC116","2020-03-27 11:14:00","2020-03-27"
"263","178","FAC113","2020-07-14 13:12:00","2020-07-14"
"264","444","FAC113","2020-03-19 06:19:00","2020-03-19"
"265","72","FAC130","2020-03-22 06:43:00","2020-03-22"
"266","135","FAC102","2020-04-24 22:21:00","2020-04-24"
"267","345","FAC117","2020-03-18 00:55:00","2020-03-18"
"268","352","FAC107","2020-04-13 12:27:00","2020-04-13"
"269","334","FAC131","2020-06-03 15:46:00","2020-06-03"
"270","183","FAC126","2020-06-09 01:52:00","2020-06-09"
"271","157","FAC106","2020-03-06 04:09:00","2020-03-06"
"273","354","FAC102","2020-05-22 17:27:00","2020-05-22"
"274","961","FAC133","2020-06-09 16:20:00","2020-06-09"
"275","768","FAC142","2020-03-28 03:34:00","2020-03-28"
"276","246","FAC125","2020-02-02 09:15:00","2020-02-02"
"278","652","FAC111","2020-04-17 08:11:00","2020-04-17"
"280","205","FAC135","2020-04-30 22:17:00","2020-04-30"
"281","504","FAC131","2020-03-21 10:48:00","2020-03-21"
"282","897","FAC104","2020-05-25 01:21:00","2020-05-25"
"284","114","FAC111","2020-07-27 10:33:00","2020-07-27"
"285","689","FAC123","2020-01-25 10:08:00","2020-01-25"
"286","797","FAC126","2020-03-08 11:57:00","2020-03-08"
"288","508","FAC132","2020-07-12 12:27:00","2020-07-12"
"289","334","FAC138","2020-06-03 11:19:00","2020-06-03"
"293","161","FAC112","2020-03-23 22:55:00","2020-03-23"
"294","194","FAC123","2020-02-02 17:52:00","2020-02-02"
"295","169","FAC104","2020-07-21 00:01:00","2020-07-21"
"297","112","FAC135","2020-05-30 13:30:00","2020-05-30"
"298","964","FAC134","2020-04-16 02:27:00","2020-04-16"
"299","354","FAC125","2020-05-22 12:18:00","2020-05-22"
"300","168","FAC126","2020-06-28 11:25:00","2020-06-28"
"301","867","FAC101","2020-06-09 07:27:00","2020-06-09"
"302","661","FAC110","2020-06-20 13:53:00","2020-06-20"
"303","224","FAC125","2020-02-13 21:16:00","2020-02-13"
"304","239","FAC110","2020-08-13 18:31:00","2020-08-13"
"307","646","FAC108","2020-04-04 21:03:00","2020-04-04"
"308","7","FAC140","2020-06-17 14:30:00","2020-06-17"
"309","843","FAC110","2020-05-10 09:45:00","2020-05-10"
"311","263","FAC116","2020-03-01 23:30:00","2020-03-01"
"312","820","FAC125","2020-04-07 11:20:00","2020-04-07"
"313","245","FAC124","2020-07-29 01:46:00","2020-07-29"
"315","891","FAC134","2020-04-01 15:09:00","2020-04-01"
"316","670","FAC133","2020-07-31 02:06:00","2020-07-31"
"317","301","FAC128","2020-04-21 18:22:00","2020-04-21"
"318","865","FAC124","2020-04-26 04:45:00","2020-04-26"
"319","876","FAC142","2020-06-03 21:51:00","2020-06-03"
"321","350","FAC134","2020-04-23 23:26:00","2020-04-23"
"322","825","FAC117","2020-03-21 11:44:00","2020-03-21"
"323","912","FAC116","2020-07-25 02:13:00","2020-07-25"
"324","921","FAC107","2020-05-18 00:03:00","2020-05-18"
"325","321","FAC111","2020-08-07 02:41:00","2020-08-07"
"327","453","FAC107","2020-06-30 07:04:00","2020-06-30"
"328","589","FAC135","2020-05-05 20:17:00","2020-05-05"
"330","926","FAC109","2020-07-01 05:05:00","2020-07-01"
"331","576","FAC116","2020-07-28 09:48:00","2020-07-28"
"332","496","FAC117","2020-04-20 19:02:00","2020-04-20"
"334","522","FAC107","2020-03-12 10:05:00","2020-03-12"
"335","268","FAC103","2020-06-19 06:41:00","2020-06-19"
"336","476","FAC123","2020-06-30 05:12:00","2020-06-30"
"337","224","FAC124","2020-02-13 07:12:00","2020-02-13"
"338","568","FAC137","2020-07-29 15:26:00","2020-07-29"
"339","621","FAC103","2020-04-30 18:49:00","2020-04-30"
"340","951","FAC107","2020-01-25 21:10:00","2020-01-25"
"342","745","FAC122","2020-08-06 20:39:00","2020-08-06"
"343","68","FAC141","2020-04-01 09:14:00","2020-04-01"
"344","107","FAC136","2020-06-28 08:59:00","2020-06-28"
"346","184","FAC108","2020-07-17 23:47:00","2020-07-17"
"347","36","FAC123","2020-04-06 02:20:00","2020-04-06"
"348","891","FAC126","2020-04-01 16:50:00","2020-04-01"
"350","222","FAC106","2020-04-23 13:17:00","2020-04-23"
"352","999","FAC135","2020-03-19 17:25:00","2020-03-19"
"354","697","FAC130","2020-05-04 09:37:00","2020-05-04"
"355","253","FAC141","2020-03-14 13:33:00","2020-03-14"
"356","400","FAC113","2020-06-29 07:08:00","2020-06-29"
"357","558","FAC109","2020-07-13 14:38:00","2020-07-13"
"358","134","FAC123","2020-04-01 00:16:00","2020-04-01"
"359","413","FAC130","2020-05-02 21:27:00","2020-05-02"
"360","197","FAC112","2020-02-10 04:23:00","2020-02-10"
"361","779","FAC140","2020-05-12 17:14:00","2020-05-12"
"364","79","FAC124","2020-07-22 14:55:00","2020-07-22"
"366","522","FAC121","2020-03-12 19:45:00","2020-03-12"
"367","512","FAC136","2020-07-13 01:42:00","2020-07-13"
"368","744","FAC134","2020-04-05 19:09:00","2020-04-05"
"369","371","FAC141","2020-05-10 08:47:00","2020-05-10"
"371","525","FAC136","2020-05-06 13:40:00","2020-05-06"
"373","132","FAC123","2020-06-16 21:29:00","2020-06-16"
"374","549","FAC110","2020-03-09 17:00:00","2020-03-09"
"375","301","FAC107","2020-04-21 12:40:00","2020-04-21"
"376","64","FAC130","2020-04-01 14:14:00","2020-04-01"
"377","119","FAC105","2020-06-04 02:10:00","2020-06-04"
"378","930","FAC112","2020-03-17 18:51:00","2020-03-17"
"380","225","FAC128","2020-02-27 10:18:00","2020-02-27"
"381","771","FAC129","2020-03-25 11:31:00","2020-03-25"
"382","807","FAC104","2020-03-20 13:30:00","2020-03-20"
"383","628","FAC113","2020-02-29 03:20:00","2020-02-29"
"385","587","FAC122","2020-07-25 08:06:00","2020-07-25"
"387","693","FAC137","2020-08-04 03:56:00","2020-08-04"
"388","946","FAC128","2020-08-12 21:56:00","2020-08-12"
"389","170","FAC129","2020-05-24 19:25:00","2020-05-24"
"390","291","FAC128","2020-05-27 19:21:00","2020-05-27"
"393","904","FAC105","2020-01-28 17:38:00","2020-01-28"
"394","149","FAC127","2020-05-10 04:57:00","2020-05-10"
"395","771","FAC137","2020-03-25 08:57:00","2020-03-25"
"396","712","FAC120","2020-07-28 18:29:00","2020-07-28"
"397","304","FAC105","2020-03-16 02:54:00","2020-03-16"
"398","911","FAC114","2020-06-29 00:14:00","2020-06-29"
"399","18","FAC134","2020-06-22 03:29:00","2020-06-22"
"400","621","FAC104","2020-04-30 18:43:00","2020-04-30"
"402","43","FAC141","2020-06-25 19:18:00","2020-06-25"
"403","775","FAC124","2020-07-29 23:00:00","2020-07-29"
"404","439","FAC102","2020-06-27 00:36:00","2020-06-27"
"405","534","FAC101","2020-07-27 02:43:00","2020-07-27"
"406","589","FAC125","2020-05-05 10:00:00","2020-05-05"
"409","385","FAC120","2020-05-21 19:01:00","2020-05-21"
"410","627","FAC141","2020-07-17 15:57:00","2020-07-17"
"411","72","FAC137","2020-03-22 23:33:00","2020-03-22"
"412","16","FAC110","2020-03-20 06:03:00","2020-03-20"
"413","236","FAC115","2020-06-12 12:56:00","2020-06-12"
"414","178","FAC102","2020-07-14 20:55:00","2020-07-14"
"415","447","FAC139","2020-08-13 01:31:00","2020-08-13"
"417","19","FAC126","2020-05-10 11:44:00","2020-05-10"
"418","917","FAC119","2020-04-27 17:24:00","2020-04-27"
"421","390","FAC140","2020-06-27 15:20:00","2020-06-27"
"423","677","FAC102","2020-08-12 14:02:00","2020-08-12"
"424","481","FAC110","2020-07-02 06:14:00","2020-07-02"
"425","276","FAC126","2020-07-21 07:22:00","2020-07-21"
"427","807","FAC139","2020-03-20 00:30:00","2020-03-20"
"428","930","FAC141","2020-03-17 02:59:00","2020-03-17"
"429","694","FAC105","2020-04-11 19:57:00","2020-04-11"
"430","525","FAC113","2020-05-06 17:16:00","2020-05-06"
"431","147","FAC119","2020-04-20 06:11:00","2020-04-20"
"432","360","FAC133","2020-08-07 21:57:00","2020-08-07"
"433","806","FAC110","2020-03-12 04:13:00","2020-03-12"
"434","143","FAC128","2020-06-26 14:53:00","2020-06-26"
"435","758","FAC114","2020-07-29 02:33:00","2020-07-29"
"438","961","FAC128","2020-06-09 08:29:00","2020-06-09"
"439","142","FAC128","2020-07-23 10:23:00","2020-07-23"
"444","441","FAC135","2020-05-11 04:35:00","2020-05-11"
"447","571","FAC141","2020-03-08 00:45:00","2020-03-08"
"448","383","FAC110","2020-02-28 07:28:00","2020-02-28"
"450","210","FAC106","2020-07-19 11:42:00","2020-07-19"
"451","685","FAC125","2020-05-19 03:41:00","2020-05-19"
"452","742","FAC136","2020-02-15 22:19:00","2020-02-15"
"453","371","FAC125","2020-05-10 02:02:00","2020-05-10"
"456","157","FAC126","2020-03-06 12:53:00","2020-03-06"
"457","426","FAC101","2020-04-10 13:53:00","2020-04-10"
"458","699","FAC141","2020-03-13 08:29:00","2020-03-13"
"459","515","FAC102","2020-02-20 09:39:00","2020-02-20"
"461","610","FAC125","2020-07-22 06:12:00","2020-07-22"
"462","960","FAC124","2020-06-23 09:23:00","2020-06-23"
"465","346","FAC130","2020-04-20 12:41:00","2020-04-20"
"467","588","FAC110","2020-02-24 08:17:00","2020-02-24"
"468","57","FAC108","2020-06-19 12:59:00","2020-06-19"
"471","304","FAC131","2020-03-16 18:01:00","2020-03-16"
"472","982","FAC120","2020-06-21 05:14:00","2020-06-21"
"473","269","FAC134","2020-03-30 18:11:00","2020-03-30"
"475","29","FAC137","2020-05-27 00:46:00","2020-05-27"
"476","262","FAC137","2020-04-11 06:30:00","2020-04-11"
"478","522","FAC123","2020-03-12 21:17:00","2020-03-12"
"479","949","FAC112","2020-03-08 19:19:00","2020-03-08"
"480","859","FAC132","2020-05-22 05:13:00","2020-05-22"
"481","132","FAC109","2020-06-16 11:25:00","2020-06-16"
"482","311","FAC108","2020-07-14 01:18:00","2020-07-14"
"483","818","FAC129","2020-02-08 19:49:00","2020-02-08"
"484","999","FAC119","2020-03-19 09:42:00","2020-03-19"
"485","123","FAC134","2020-03-18 00:45:00","2020-03-18"
"486","452","FAC121","2020-07-21 04:01:00","2020-07-21"
"487","606","FAC119","2020-05-07 08:12:00","2020-05-07"
"488","998","FAC139","2020-04-08 11:20:00","2020-04-08"
"489","224","FAC123","2020-02-13 18:50:00","2020-02-13"
"490","541","FAC122","2020-05-20 07:13:00","2020-05-20"
"491","321","FAC139","2020-08-07 13:59:00","2020-08-07"
"492","757","FAC141","2020-03-10 19:29:00","2020-03-10"
"495","972","FAC132","2020-03-19 07:10:00","2020-03-19"
"496","29","FAC124","2020-05-27 12:57:00","2020-05-27"
"497","201","FAC103","2020-02-23 13:26:00","2020-02-23"
"498","174","FAC126","2020-01-28 16:02:00","2020-01-28"
"499","701","FAC131","2020-06-11 23:50:00","2020-06-11"
"500","478","FAC104","2020-04-22 07:18:00","2020-04-22"
"501","870","FAC110","2020-07-04 01:40:00","2020-07-04"
"502","838","FAC134","2020-08-11 22:42:00","2020-08-11"
"504","394","FAC137","2020-06-15 18:12:00","2020-06-15"
"505","822","FAC103","2020-05-19 10:26:00","2020-05-19"
"506","850","FAC129","2020-06-01 07:03:00","2020-06-01"
"507","917","FAC108","2020-04-27 19:46:00","2020-04-27"
"510","824","FAC136","2020-07-10 07:16:00","2020-07-10"
"511","919","FAC138","2020-06-29 11:50:00","2020-06-29"
"514","975","FAC101","2020-04-09 13:50:00","2020-04-09"
"515","928","FAC126","2020-04-13 05:39:00","2020-04-13"
"516","110","FAC109","2020-07-25 03:06:00","2020-07-25"
"517","614","FAC102","2020-07-30 07:57:00","2020-07-30"
"518","531","FAC127","2020-05-23 14:48:00","2020-05-23"
"519","433","FAC133","2020-07-12 09:26:00","2020-07-12"
"522","917","FAC122","2020-04-27 03:11:00","2020-04-27"
"523","671","FAC142","2020-07-10 20:47:00","2020-07-10"
"524","90","FAC130","2020-07-21 23:15:00","2020-07-21"
"525","149","FAC110","2020-05-10 21:39:00","2020-05-10"
"526","243","FAC120","2020-05-12 07:02:00","2020-05-12"
"527","464","FAC142","2020-03-04 05:41:00","2020-03-04"
"528","921","FAC123","2020-05-18 09:01:00","2020-05-18"
"529","178","FAC115","2020-07-14 03:34:00","2020-07-14"
"530","646","FAC128","2020-04-04 23:55:00","2020-04-04"
"531","503","FAC121","2020-04-13 03:30:00","2020-04-13"
"532","187","FAC118","2020-06-20 21:01:00","2020-06-20"
"534","524","FAC128","2020-08-04 17:12:00","2020-08-04"
"535","59","FAC114","2020-01-24 22:46:00","2020-01-24"
"537","283","FAC130","2020-05-27 09:48:00","2020-05-27"
"539","463","FAC122","2020-01-30 06:46:00","2020-01-30"
"540","437","FAC105","2020-08-06 23:13:00","2020-08-06"
"542","52","FAC104","2020-05-18 20:48:00","2020-05-18"
"543","493","FAC129","2020-03-21 23:40:00","2020-03-21"
"544","63","FAC103","2020-03-20 04:03:00","2020-03-20"
"545","37","FAC142","2020-03-09 08:46:00","2020-03-09"
"548","438","FAC111","2020-04-09 09:38:00","2020-04-09"
"549","327","FAC127","2020-06-30 07:04:00","2020-06-30"
"550","757","FAC110","2020-03-10 07:58:00","2020-03-10"
"551","336","FAC116","2020-02-10 09:40:00","2020-02-10"
"552","501","FAC118","2020-08-08 05:02:00","2020-08-08"
"553","507","FAC142","2020-05-08 01:21:00","2020-05-08"
"554","544","FAC132","2020-06-19 15:34:00","2020-06-19"
"555","885","FAC128","2020-06-25 21:19:00","2020-06-25"
"557","187","FAC104","2020-06-20 23:17:00","2020-06-20"
"558","717","FAC128","2020-03-29 13:36:00","2020-03-29"
"559","805","FAC129","2020-01-24 03:25:00","2020-01-24"
"560","180","FAC135","2020-07-08 01:44:00","2020-07-08"
"561","752","FAC101","2020-03-22 13:20:00","2020-03-22"
"564","845","FAC110","2020-06-30 18:04:00","2020-06-30"
"566","435","FAC134","2020-07-11 05:36:00","2020-07-11"
"567","687","FAC112","2020-07-10 15:40:00","2020-07-10"
"568","547","FAC129","2020-02-26 22:59:00","2020-02-26"
"569","946","FAC133","2020-08-12 16:49:00","2020-08-12"
"570","291","FAC109","2020-05-27 06:23:00","2020-05-27"
"571","469","FAC137","2020-04-20 19:22:00","2020-04-20"
"572","176","FAC127","2020-02-26 19:16:00","2020-02-26"
"574","396","FAC141","2020-03-26 02:58:00","2020-03-26"
"575","457","FAC114","2020-07-01 02:39:00","2020-07-01"
"576","594","FAC116","2020-05-18 22:15:00","2020-05-18"
"579","595","FAC106","2020-03-22 01:47:00","2020-03-22"
"581","321","FAC110","2020-08-07 20:10:00","2020-08-07"
"582","506","FAC127","2020-03-27 01:59:00","2020-03-27"
"583","704","FAC142","2020-05-02 08:09:00","2020-05-02"
"584","990","FAC137","2020-02-11 16:27:00","2020-02-11"
"585","538","FAC102","2020-01-29 21:28:00","2020-01-29"
"586","814","FAC131","2020-07-05 08:54:00","2020-07-05"
"587","945","FAC139","2020-03-04 02:02:00","2020-03-04"
"589","735","FAC118","2020-04-16 07:41:00","2020-04-16"
"592","336","FAC141","2020-02-10 21:46:00","2020-02-10"
"593","534","FAC106","2020-07-27 10:01:00","2020-07-27"
"594","975","FAC129","2020-04-09 20:03:00","2020-04-09"
"595","840","FAC101","2020-01-29 21:18:00","2020-01-29"
"601","424","FAC117","2020-04-25 20:38:00","2020-04-25"
"602","798","FAC113","2020-06-17 23:35:00","2020-06-17"
"603","157","FAC121","2020-03-06 05:23:00","2020-03-06"
"604","51","FAC103","2020-02-06 02:18:00","2020-02-06"
"605","270","FAC116","2020-08-07 07:02:00","2020-08-07"
"606","846","FAC107","2020-08-01 18:19:00","2020-08-01"
"607","330","FAC115","2020-04-12 23:10:00","2020-04-12"
"609","659","FAC130","2020-03-25 14:45:00","2020-03-25"
"610","385","FAC140","2020-05-21 01:21:00","2020-05-21"
"612","541","FAC103","2020-05-20 02:52:00","2020-05-20"
"613","506","FAC109","2020-03-27 19:39:00","2020-03-27"
"615","667","FAC128","2020-08-06 06:20:00","2020-08-06"
"616","511","FAC128","2020-05-10 22:15:00","2020-05-10"
"617","486","FAC107","2020-06-21 06:10:00","2020-06-21"
"618","352","FAC103","2020-04-13 03:53:00","2020-04-13"
"621","807","FAC127","2020-03-20 02:24:00","2020-03-20"
"623","525","FAC116","2020-05-06 04:57:00","2020-05-06"
"624","676","FAC140","2020-06-12 18:14:00","2020-06-12"
"625","118","FAC142","2020-03-07 11:18:00","2020-03-07"
"627","911","FAC124","2020-06-29 14:29:00","2020-06-29"
"628","89","FAC102","2020-03-22 17:27:00","2020-03-22"
"629","652","FAC128","2020-04-17 04:57:00","2020-04-17"
