"93","R001","942","2020-05-30 04:13:00","2020-05-30"
"94","R001","965","2020-01-23 10:36:00","2020-01-23"
"95","R002","16","2020-03-19 16:47:00","2020-03-19"
"96","R002","24","2020-02-10 17:37:00","2020-02-10"
"97","R002","27","2020-06-22 04:34:00","2020-06-22"
"99","R002","39","2020-06-18 07:50:00","2020-06-18"
"103","R002","75","2020-06-14 14:43:00","2020-06-14"
"104","R002","85","2020-05-27 02:45:00","2020-05-27"
"105","R002","89","2020-03-22 04:11:00","2020-03-22"
"106","R002","96","2020-02-18 03:31:00","2020-02-18"
"107","R002","117","2020-06-29 14:55:00","2020-06-29"
"108","R002","127","2020-07-26 06:26:00","2020-07-26"
"109","R002","137","2020-03-21 18:06:00","2020-03-21"
"110","R002","141","2020-04-12 03:42:00","2020-04-12"
"111","R002","145","2020-04-04 12:59:00","2020-04-04"
"113","R002","160","2020-02-11 21:59:00","2020-02-11"
"115","R002","178","2020-07-14 06:49:00","2020-07-14"
"116","R002","182","2020-07-09 09:22:00","2020-07-09"
"117","R002","194","2020-02-01 20:51:00","2020-02-01"
"118","R002","201","2020-02-23 03:16:00","2020-02-23"
"119","R002","217","2020-03-31 02:59:00","2020-03-31"
"120","R002","249","2020-07-12 12:14:00","2020-07-12"
"121","R002","253","2020-03-14 00:41:00","2020-03-14"
"122","R002","257","2020-07-05 11:52:00","2020-07-05"
"123","R002","258","2020-06-28 16:41:00","2020-06-28"
"124","R002","264","2020-04-23 02:00:00","2020-04-23"
"125","R002","266","2020-07-03 19:04:00","2020-07-03"
"126","R002","275","2020-05-05 14:01:00","2020-05-05"
"127","R002","286","2020-03-07 02:48:00","2020-03-07"
"128","R002","299","2020-02-17 19:51:00","2020-02-17"
"130","R002","330","2020-04-11 16:23:00","2020-04-11"
"131","R002","369","2020-06-09 20:24:00","2020-06-09"
"132","R002","371","2020-05-09 15:32:00","2020-05-09"
"133","R002","372","2020-07-18 13:33:00","2020-07-18"
"136","R002","392","2020-06-07 15:47:00","2020-06-07"
"137","R002","403","2020-04-04 18:42:00","2020-04-04"
"139","R002","428","2020-03-21 00:51:00","2020-03-21"
"140","R002","442","2020-04-13 07:24:00","2020-04-13"
"141","R002","445","2020-04-26 21:38:00","2020-04-26"
"142","R002","448","2020-04-27 19:40:00","2020-04-27"
"143","R002","466","2020-07-24 23:02:00","2020-07-24"
"144","R002","468","2020-06-29 00:10:00","2020-06-29"
"145","R002","470","2020-04-22 17:06:00","2020-04-22"
"146","R002","486","2020-06-20 23:43:00","2020-06-20"
"148","R002","501","2020-08-07 21:51:00","2020-08-07"
"150","R002","515","2020-02-19 22:55:00","2020-02-19"
"151","R002","525","2020-05-06 10:20:00","2020-05-06"
"153","R002","554","2020-04-03 04:19:00","2020-04-03"
"155","R002","579","2020-03-31 10:37:00","2020-03-31"
"159","R002","622","2020-07-02 01:06:00","2020-07-02"
"160","R002","640","2020-05-09 06:44:00","2020-05-09"
"161","R002","654","2020-04-30 10:04:00","2020-04-30"
"162","R002","655","2020-05-30 23:11:00","2020-05-30"
"163","R002","656","2020-07-02 23:38:00","2020-07-02"
"164","R002","658","2020-06-21 00:26:00","2020-06-21"
"165","R002","663","2020-04-12 09:36:00","2020-04-12"
"166","R002","665","2020-03-29 06:01:00","2020-03-29"
"168","R002","683","2020-03-23 12:15:00","2020-03-23"
"173","R002","838","2020-08-11 10:51:00","2020-08-11"
"174","R002","842","2020-01-30 17:03:00","2020-01-30"
"176","R002","857","2020-02-03 01:59:00","2020-02-03"
"177","R002","862","2020-04-30 19:38:00","2020-04-30"
"181","R002","897","2020-05-25 05:09:00","2020-05-25"
"182","R002","899","2020-05-15 18:05:00","2020-05-15"
"183","R002","911","2020-06-29 01:28:00","2020-06-29"
"184","R002","913","2020-02-14 05:20:00","2020-02-14"
"185","R002","934","2020-03-19 11:18:00","2020-03-19"
"186","R002","955","2020-07-26 18:39:00","2020-07-26"
"187","R002","958","2020-04-02 07:23:00","2020-04-02"
"188","R002","962","2020-04-26 08:06:00","2020-04-26"
"189","R002","979","2020-05-16 22:49:00","2020-05-16"
"190","R002","979","2020-05-17 05:45:00","2020-05-17"
"192","R003","4","2020-07-23 15:46:00","2020-07-23"
"193","R003","7","2020-06-17 02:54:00","2020-06-17"
"194","R003","15","2020-02-12 07:57:00","2020-02-12"
"195","R003","22","2020-05-28 01:31:00","2020-05-28"
"196","R003","51","2020-02-06 01:13:00","2020-02-06"
"198","R003","77","2020-03-20 12:40:00","2020-03-20"
"200","R003","83","2020-03-23 15:51:00","2020-03-23"
"201","R003","91","2020-03-11 06:34:00","2020-03-11"
"204","R003","110","2020-07-25 01:04:00","2020-07-25"
"206","R003","141","2020-04-12 10:05:00","2020-04-12"
"207","R003","143","2020-06-25 14:32:00","2020-06-25"
"208","R003","143","2020-06-26 13:30:00","2020-06-26"
"209","R003","147","2020-04-20 02:43:00","2020-04-20"
"212","R003","177","2020-03-29 05:29:00","2020-03-29"
"213","R003","181","2020-02-14 21:40:00","2020-02-14"
"214","R003","187","2020-06-20 09:13:00","2020-06-20"
"217","R003","210","2020-07-18 21:07:00","2020-07-18"
"218","R003","212","2020-08-12 05:36:00","2020-08-12"
"220","R003","244","2020-02-22 05:49:00","2020-02-22"
"221","R003","259","2020-02-25 17:01:00","2020-02-25"
"222","R003","269","2020-03-29 21:04:00","2020-03-29"
"223","R003","273","2020-07-31 18:56:00","2020-07-31"
"224","R003","277","2020-06-26 03:02:00","2020-06-26"
"225","R003","281","2020-06-10 20:51:00","2020-06-10"
"226","R003","287","2020-02-04 13:19:00","2020-02-04"
"227","R003","301","2020-04-20 22:20:00","2020-04-20"
"228","R003","303","2020-05-13 23:38:00","2020-05-13"
"229","R003","317","2020-04-26 16:44:00","2020-04-26"
"230","R003","334","2020-06-02 18:28:00","2020-06-02"
"231","R003","337","2020-04-04 16:07:00","2020-04-04"
"232","R003","340","2020-02-08 04:12:00","2020-02-08"
"234","R003","346","2020-04-20 02:35:00","2020-04-20"
"235","R003","350","2020-04-23 09:51:00","2020-04-23"
"236","R003","377","2020-05-09 00:40:00","2020-05-09"
"237","R003","383","2020-02-27 17:26:00","2020-02-27"
"238","R003","388","2020-05-13 10:16:00","2020-05-13"
"239","R003","390","2020-06-27 12:06:00","2020-06-27"
"240","R003","395","2020-04-19 06:55:00","2020-04-19"
"243","R003","437","2020-08-06 10:10:00","2020-08-06"
"244","R003","447","2020-08-12 23:09:00","2020-08-12"
"247","R003","482","2020-07-06 18:23:00","2020-07-06"
"248","R003","483","2020-04-16 06:40:00","2020-04-16"
"249","R003","505","2020-01-25 22:15:00","2020-01-25"
"250","R003","512","2020-07-12 21:56:00","2020-07-12"
"253","R003","526","2020-05-23 17:35:00","2020-05-23"
"255","R003","567","2020-04-15 10:43:00","2020-04-15"
"257","R003","575","2020-04-24 04:23:00","2020-04-24"
"258","R003","593","2020-05-12 17:31:00","2020-05-12"
"260","R003","603","2020-08-13 06:48:00","2020-08-13"
"261","R003","646","2020-04-04 12:48:00","2020-04-04"
"262","R003","654","2020-04-30 02:10:00","2020-04-30"
"263","R003","654","2020-04-30 05:30:00","2020-04-30"
"264","R003","679","2020-05-21 07:36:00","2020-05-21"
"265","R003","692","2020-06-25 12:45:00","2020-06-25"
"266","R003","718","2020-01-29 20:19:00","2020-01-29"
"267","R003","723","2020-03-19 02:21:00","2020-03-19"
"268","R003","734","2020-05-22 18:06:00","2020-05-22"
"270","R003","755","2020-05-21 09:54:00","2020-05-21"
"272","R003","776","2020-06-13 01:28:00","2020-06-13"
"274","R003","810","2020-05-30 15:44:00","2020-05-30"
"275","R003","817","2020-01-29 13:35:00","2020-01-29"
"276","R003","843","2020-05-10 02:09:00","2020-05-10"
"277","R003","844","2020-03-25 17:48:00","2020-03-25"
"279","R003","860","2020-04-12 08:07:00","2020-04-12"
"280","R003","863","2020-01-30 17:33:00","2020-01-30"
"281","R003","888","2020-06-19 00:02:00","2020-06-19"
"282","R003","919","2020-06-29 08:43:00","2020-06-29"
"283","R003","925","2020-04-06 09:09:00","2020-04-06"
"285","R003","936","2020-08-06 12:29:00","2020-08-06"
"286","R003","955","2020-07-26 16:18:00","2020-07-26"
"287","R003","964","2020-04-15 18:31:00","2020-04-15"
"288","R003","970","2020-02-06 23:24:00","2020-02-06"
"290","R003","980","2020-04-29 21:09:00","2020-04-29"
"291","R003","980","2020-04-30 01:42:00","2020-04-30"
"292","R003","982","2020-06-21 06:38:00","2020-06-21"
"294","R003","992","2020-05-12 12:39:00","2020-05-12"
"296","R004","4","2020-07-24 08:23:00","2020-07-24"
"300","R004","75","2020-06-15 13:07:00","2020-06-15"
"301","R004","104","2020-01-23 13:23:00","2020-01-23"
"302","R004","113","2020-02-05 14:12:00","2020-02-05"
"303","R004","113","2020-02-05 19:24:00","2020-02-05"
"306","R004","147","2020-04-20 04:03:00","2020-04-20"
"307","R004","147","2020-04-20 07:59:00","2020-04-20"
"310","R004","151","2020-05-23 06:53:00","2020-05-23"
"311","R004","170","2020-05-24 11:59:00","2020-05-24"
"312","R004","180","2020-07-07 17:10:00","2020-07-07"
"313","R004","181","2020-02-15 07:19:00","2020-02-15"
"314","R004","199","2020-03-11 11:37:00","2020-03-11"
"315","R004","227","2020-02-03 15:41:00","2020-02-03"
"316","R004","228","2020-04-09 06:32:00","2020-04-09"
"317","R004","233","2020-02-13 11:37:00","2020-02-13"
"318","R004","268","2020-06-19 12:13:00","2020-06-19"
"319","R004","282","2020-02-03 23:43:00","2020-02-03"
"321","R004","318","2020-06-08 02:47:00","2020-06-08"
"322","R004","327","2020-06-30 01:48:00","2020-06-30"
"323","R004","334","2020-06-03 04:16:00","2020-06-03"
"325","R004","354","2020-05-22 12:01:00","2020-05-22"
"327","R004","395","2020-04-19 10:22:00","2020-04-19"
"329","R004","403","2020-04-05 04:51:00","2020-04-05"
"331","R004","432","2020-06-18 11:35:00","2020-06-18"
"332","R004","437","2020-08-06 07:05:00","2020-08-06"
"333","R004","442","2020-04-13 04:57:00","2020-04-13"
"334","R004","446","2020-07-18 20:55:00","2020-07-18"
"335","R004","455","2020-04-30 06:56:00","2020-04-30"
"336","R004","470","2020-04-22 18:21:00","2020-04-22"
"339","R004","481","2020-07-02 11:57:00","2020-07-02"
"340","R004","497","2020-02-27 14:13:00","2020-02-27"
"341","R004","498","2020-06-15 19:13:00","2020-06-15"
"342","R004","506","2020-03-27 08:24:00","2020-03-27"
"343","R004","560","2020-02-03 10:51:00","2020-02-03"
"344","R004","569","2020-08-02 01:17:00","2020-08-02"
"345","R004","575","2020-04-23 15:09:00","2020-04-23"
"346","R004","588","2020-02-24 07:43:00","2020-02-24"
"347","R004","591","2020-08-12 15:42:00","2020-08-12"
"348","R004","594","2020-05-17 21:00:00","2020-05-17"
"349","R004","595","2020-03-22 09:37:00","2020-03-22"
"350","R004","604","2020-01-28 18:36:00","2020-01-28"
"351","R004","633","2020-02-10 18:46:00","2020-02-10"
"354","R004","654","2020-04-29 16:20:00","2020-04-29"
"355","R004","676","2020-06-12 08:25:00","2020-06-12"
"356","R004","676","2020-06-12 10:09:00","2020-06-12"
"357","R004","683","2020-03-22 23:25:00","2020-03-22"
"358","R004","689","2020-01-25 07:14:00","2020-01-25"
"359","R004","692","2020-06-25 05:45:00","2020-06-25"
"360","R004","694","2020-04-11 03:54:00","2020-04-11"
"362","R004","712","2020-07-27 23:05:00","2020-07-27"
"363","R004","712","2020-07-28 08:09:00","2020-07-28"
"364","R004","720","2020-05-16 23:28:00","2020-05-16"
"366","R004","744","2020-04-04 20:15:00","2020-04-04"
"367","R004","778","2020-04-24 07:46:00","2020-04-24"
"368","R004","782","2020-05-21 16:48:00","2020-05-21"
"369","R004","787","2020-04-16 02:29:00","2020-04-16"
"370","R004","800","2020-01-30 17:34:00","2020-01-30"
"371","R004","801","2020-03-18 08:56:00","2020-03-18"
"372","R004","804","2020-02-02 12:00:00","2020-02-02"
"373","R004","805","2020-01-23 13:30:00","2020-01-23"
"374","R004","810","2020-05-30 16:21:00","2020-05-30"
"375","R004","835","2020-07-25 11:20:00","2020-07-25"
"376","R004","843","2020-05-09 19:47:00","2020-05-09"
"377","R004","847","2020-05-31 11:59:00","2020-05-31"
"380","R004","868","2020-08-10 12:06:00","2020-08-10"
"381","R004","876","2020-06-03 07:37:00","2020-06-03"
"382","R004","912","2020-07-25 01:24:00","2020-07-25"
"383","R004","913","2020-02-13 17:28:00","2020-02-13"
"384","R004","935","2020-04-23 16:33:00","2020-04-23"
"385","R004","935","2020-04-23 17:30:00","2020-04-23"
"386","R004","947","2020-04-24 14:12:00","2020-04-24"
"389","R004","965","2020-01-23 06:45:00","2020-01-23"
"390","R004","969","2020-06-05 04:19:00","2020-06-05"
"391","R004","972","2020-03-19 08:22:00","2020-03-19"
"392","R004","977","2020-02-16 01:18:00","2020-02-16"
"393","R004","979","2020-05-17 04:37:00","2020-05-17"
"395","R005","3","2020-04-18 07:50:00","2020-04-18"
"396","R005","9","2020-02-06 09:31:00","2020-02-06"
"397","R005","18","2020-06-22 08:32:00","2020-06-22"
"398","R005","28","2020-02-13 12:13:00","2020-02-13"
"399","R005","29","2020-05-27 10:35:00","2020-05-27"
"400","R005","29","2020-05-27 13:36:00","2020-05-27"
"402","R005","47","2020-01-30 21:51:00","2020-01-30"
"404","R005","57","2020-06-18 15:00:00","2020-06-18"
"405","R005","57","2020-06-18 19:02:00","2020-06-18"
"406","R005","68","2020-04-01 07:27:00","2020-04-01"
"407","R005","74","2020-02-19 12:19:00","2020-02-19"
"409","R005","83","2020-03-24 02:24:00","2020-03-24"
"411","R005","114","2020-07-27 06:24:00","2020-07-27"
"412","R005","116","2020-07-13 20:49:00","2020-07-13"
"414","R005","130","2020-04-10 22:33:00","2020-04-10"
"415","R005","137","2020-03-21 22:31:00","2020-03-21"
"418","R005","147","2020-04-20 03:32:00","2020-04-20"
"419","R005","154","2020-02-21 20:16:00","2020-02-21"
"420","R005","157","2020-03-05 13:52:00","2020-03-05"
"423","R005","181","2020-02-15 03:17:00","2020-02-15"
"424","R005","197","2020-02-09 22:51:00","2020-02-09"
"427","R005","240","2020-06-02 03:30:00","2020-06-02"
"428","R005","245","2020-07-29 01:41:00","2020-07-29"
"429","R005","275","2020-05-05 10:22:00","2020-05-05"
"430","R005","280","2020-04-02 16:47:00","2020-04-02"
"432","R005","328","2020-04-22 10:00:00","2020-04-22"
"433","R005","328","2020-04-22 11:24:00","2020-04-22"
"438","R005","350","2020-04-23 00:26:00","2020-04-23"
"439","R005","356","2020-03-07 17:20:00","2020-03-07"
"442","R005","376","2020-06-06 10:54:00","2020-06-06"
"444","R005","383","2020-02-28 01:18:00","2020-02-28"
"445","R005","386","2020-01-28 03:28:00","2020-01-28"
"446","R005","390","2020-06-27 03:46:00","2020-06-27"
"447","R005","403","2020-04-05 01:52:00","2020-04-05"
"448","R005","449","2020-02-19 01:40:00","2020-02-19"
"449","R005","457","2020-06-30 21:56:00","2020-06-30"
"450","R005","465","2020-05-23 06:20:00","2020-05-23"
"451","R005","490","2020-07-13 05:20:00","2020-07-13"
"452","R005","500","2020-06-01 09:01:00","2020-06-01"
"453","R005","526","2020-05-24 00:17:00","2020-05-24"
"454","R005","555","2020-02-27 13:03:00","2020-02-27"
"455","R005","556","2020-08-09 19:30:00","2020-08-09"
"457","R005","567","2020-04-14 17:35:00","2020-04-14"
"458","R005","567","2020-04-15 01:11:00","2020-04-15"
"460","R005","595","2020-03-22 02:34:00","2020-03-22"
"461","R005","617","2020-02-15 18:10:00","2020-02-15"
"464","R005","620","2020-03-14 17:54:00","2020-03-14"
"465","R005","633","2020-02-10 23:51:00","2020-02-10"
"466","R005","633","2020-02-11 02:09:00","2020-02-11"
"467","R005","640","2020-05-08 18:20:00","2020-05-08"
"469","R005","677","2020-08-11 15:32:00","2020-08-11"
"471","R005","687","2020-07-09 19:25:00","2020-07-09"
"472","R005","710","2020-02-02 06:12:00","2020-02-02"
"473","R005","712","2020-07-28 11:14:00","2020-07-28"
"474","R005","713","2020-05-16 10:15:00","2020-05-16"
"475","R005","716","2020-02-18 16:29:00","2020-02-18"
"476","R005","717","2020-03-29 10:19:00","2020-03-29"
"477","R005","723","2020-03-18 15:11:00","2020-03-18"
"480","R005","727","2020-05-02 07:15:00","2020-05-02"
"481","R005","730","2020-03-16 08:59:00","2020-03-16"
"482","R005","741","2020-07-09 17:14:00","2020-07-09"
"483","R005","741","2020-07-09 18:12:00","2020-07-09"
"484","R005","742","2020-02-14 16:23:00","2020-02-14"
"485","R005","744","2020-04-04 21:57:00","2020-04-04"
"486","R005","771","2020-03-24 18:53:00","2020-03-24"
"488","R005","806","2020-03-11 19:02:00","2020-03-11"
"490","R005","817","2020-01-29 15:00:00","2020-01-29"
"491","R005","825","2020-03-21 06:37:00","2020-03-21"
"493","R005","841","2020-02-12 03:24:00","2020-02-12"
"494","R005","843","2020-05-10 04:02:00","2020-05-10"
"497","R005","863","2020-01-31 00:01:00","2020-01-31"
"498","R005","867","2020-06-09 02:06:00","2020-06-09"
"500","R005","878","2020-02-21 12:56:00","2020-02-21"
"501","R005","893","2020-03-20 22:37:00","2020-03-20"
"502","R005","893","2020-03-21 12:13:00","2020-03-21"
"503","R005","893","2020-03-21 14:05:00","2020-03-21"
"504","R005","894","2020-05-22 22:28:00","2020-05-22"
"506","R005","908","2020-03-12 20:44:00","2020-03-12"
"507","R005","915","2020-06-28 10:57:00","2020-06-28"
"508","R005","919","2020-06-29 12:43:00","2020-06-29"
"509","R005","925","2020-04-06 05:28:00","2020-04-06"
"510","R005","933","2020-04-29 06:39:00","2020-04-29"
"511","R005","958","2020-04-02 03:48:00","2020-04-02"
"512","R005","972","2020-03-18 14:41:00","2020-03-18"
"513","R005","972","2020-03-18 15:49:00","2020-03-18"
"514","R005","974","2020-03-08 05:51:00","2020-03-08"
"515","R005","974","2020-03-08 12:43:00","2020-03-08"
"516","R005","975","2020-04-08 15:42:00","2020-04-08"
"517","R005","983","2020-05-24 19:14:00","2020-05-24"
"518","R006","17","2020-07-14 02:04:00","2020-07-14"
"519","R006","29","2020-05-27 11:26:00","2020-05-27"
"521","R006","36","2020-04-06 00:52:00","2020-04-06"
"524","R006","92","2020-05-31 01:33:00","2020-05-31"
"525","R006","120","2020-02-29 06:48:00","2020-02-29"
"526","R006","133","2020-05-16 14:29:00","2020-05-16"
"527","R006","154","2020-02-22 05:08:00","2020-02-22"
"529","R006","166","2020-07-11 21:02:00","2020-07-11"
"530","R006","169","2020-07-21 04:44:00","2020-07-21"
"531","R006","169","2020-07-21 06:15:00","2020-07-21"
"533","R006","185","2020-04-22 16:46:00","2020-04-22"
"536","R006","194","2020-02-02 00:21:00","2020-02-02"
"537","R006","202","2020-06-16 12:35:00","2020-06-16"
"538","R006","217","2020-03-31 08:02:00","2020-03-31"
"539","R006","223","2020-04-24 14:04:00","2020-04-24"
"540","R006","235","2020-07-19 17:04:00","2020-07-19"
"541","R006","248","2020-07-27 06:07:00","2020-07-27"
"542","R006","266","2020-07-03 21:40:00","2020-07-03"
"543","R006","271","2020-06-20 23:50:00","2020-06-20"
"544","R006","272","2020-02-27 13:15:00","2020-02-27"
"545","R006","278","2020-03-10 23:06:00","2020-03-10"
"549","R006","311","2020-07-14 11:22:00","2020-07-14"
"550","R006","313","2020-01-28 11:58:00","2020-01-28"
"552","R006","330","2020-04-12 11:43:00","2020-04-12"
"555","R006","354","2020-05-21 23:41:00","2020-05-21"
"558","R006","369","2020-06-09 15:23:00","2020-06-09"
"559","R006","371","2020-05-09 14:38:00","2020-05-09"
"560","R006","371","2020-05-10 08:56:00","2020-05-10"
"561","R006","398","2020-02-10 22:56:00","2020-02-10"
"563","R006","439","2020-06-27 00:43:00","2020-06-27"
"564","R006","441","2020-05-11 10:30:00","2020-05-11"
"565","R006","441","2020-05-11 10:38:00","2020-05-11"
"566","R006","443","2020-04-01 16:32:00","2020-04-01"
"567","R006","444","2020-03-18 20:13:00","2020-03-18"
"568","R006","447","2020-08-13 09:34:00","2020-08-13"
"569","R006","448","2020-04-27 16:28:00","2020-04-27"
"570","R006","466","2020-07-25 06:21:00","2020-07-25"
"572","R006","469","2020-04-19 20:21:00","2020-04-19"
"574","R006","481","2020-07-01 19:49:00","2020-07-01"
"578","R006","518","2020-02-01 09:44:00","2020-02-01"
"579","R006","525","2020-05-05 17:24:00","2020-05-05"
"580","R006","526","2020-05-23 15:33:00","2020-05-23"
"581","R006","535","2020-05-01 22:37:00","2020-05-01"
"582","R006","539","2020-03-08 18:40:00","2020-03-08"
"583","R006","548","2020-03-28 13:45:00","2020-03-28"
"584","R006","558","2020-07-13 07:05:00","2020-07-13"
"585","R006","561","2020-01-23 22:40:00","2020-01-23"
"586","R006","563","2020-07-28 23:21:00","2020-07-28"
"587","R006","589","2020-05-04 18:47:00","2020-05-04"
"588","R006","601","2020-06-02 19:50:00","2020-06-02"
"590","R006","621","2020-04-29 22:18:00","2020-04-29"
"591","R006","622","2020-07-02 09:31:00","2020-07-02"
"592","R006","624","2020-07-20 09:10:00","2020-07-20"
"593","R006","634","2020-02-09 20:38:00","2020-02-09"
"594","R006","664","2020-07-03 05:45:00","2020-07-03"
"595","R006","670","2020-07-31 10:29:00","2020-07-31"
"596","R006","671","2020-07-10 08:31:00","2020-07-10"
"597","R006","709","2020-07-27 23:08:00","2020-07-27"
"598","R006","713","2020-05-15 21:04:00","2020-05-15"
"599","R006","717","2020-03-28 16:57:00","2020-03-28"
"600","R006","722","2020-06-09 17:36:00","2020-06-09"
"602","R006","735","2020-04-15 19:08:00","2020-04-15"
"605","R006","755","2020-05-20 21:48:00","2020-05-20"
"606","R006","768","2020-03-27 22:51:00","2020-03-27"
"607","R006","771","2020-03-24 19:29:00","2020-03-24"
"608","R006","775","2020-07-29 11:13:00","2020-07-29"
"610","R006","797","2020-03-08 00:46:00","2020-03-08"
"611","R006","802","2020-04-03 19:08:00","2020-04-03"
"612","R006","802","2020-04-04 08:13:00","2020-04-04"
"613","R006","814","2020-07-05 11:22:00","2020-07-05"
"614","R006","814","2020-07-05 12:13:00","2020-07-05"
"615","R006","841","2020-02-11 23:43:00","2020-02-11"
"616","R006","888","2020-06-19 05:53:00","2020-06-19"
"617","R006","936","2020-08-06 10:45:00","2020-08-06"
"619","R007","28","2020-02-13 09:19:00","2020-02-13"
"621","R007","51","2020-02-06 05:07:00","2020-02-06"
"622","R007","64","2020-04-01 14:25:00","2020-04-01"
"623","R007","74","2020-02-19 09:43:00","2020-02-19"
"627","R007","108","2020-03-18 15:57:00","2020-03-18"
"628","R007","117","2020-06-29 23:18:00","2020-06-29"
"629","R007","126","2020-07-10 00:15:00","2020-07-10"
"631","R007","142","2020-07-23 12:50:00","2020-07-23"
"633","R007","154","2020-02-22 04:45:00","2020-02-22"
"634","R007","157","2020-03-05 21:18:00","2020-03-05"
"636","R007","165","2020-04-28 20:09:00","2020-04-28"
"637","R007","170","2020-05-24 12:56:00","2020-05-24"
"640","R007","184","2020-07-17 08:09:00","2020-07-17"
"642","R007","202","2020-06-16 05:15:00","2020-06-16"
"643","R007","217","2020-03-31 11:19:00","2020-03-31"
"644","R007","223","2020-04-23 17:47:00","2020-04-23"
"647","R007","250","2020-06-23 15:11:00","2020-06-23"
"648","R007","270","2020-08-07 09:54:00","2020-08-07"
"649","R007","272","2020-02-26 19:26:00","2020-02-26"
"650","R007","278","2020-03-11 02:36:00","2020-03-11"
"651","R007","286","2020-03-06 19:47:00","2020-03-06"
"652","R007","286","2020-03-07 11:01:00","2020-03-07"
"654","R007","297","2020-05-16 07:38:00","2020-05-16"
"656","R007","304","2020-03-16 13:20:00","2020-03-16"
"657","R007","313","2020-01-28 05:09:00","2020-01-28"
"658","R007","319","2020-02-28 08:45:00","2020-02-28"
"659","R007","325","2020-02-07 23:44:00","2020-02-07"
"660","R007","329","2020-03-26 22:36:00","2020-03-26"
"663","R007","354","2020-05-22 01:54:00","2020-05-22"
